language	testTitle	position	type	topic	prompt	options	correct	pairs
JavaScript	Backend Node.js Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			Promise=>асинхронный результат|async/await=>удобная запись асинхронного кода|route=>путь API|JSON=>формат обмена данными
JavaScript	Backend Node.js Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			request=>запрос клиента|middleware=>проверка и подготовка|handler=>логика ответа|response=>ответ клиенту
JavaScript	Backend Node.js Developer	16	SHORT_TEXT	Краткий ответ	Как называется среда запуска JavaScript на сервере?		Node.js	
JavaScript	Backend Node.js Developer	17	SHORT_TEXT	Краткий ответ	Как называется популярный фреймворк для API в Node.js?		Express	
JavaScript	Backend Node.js Developer	18	SHORT_TEXT	Краткий ответ	Какой формат часто используют в REST API?		JSON	
JavaScript	Backend Node.js Developer	19	SHORT_TEXT	Краткий ответ	Как называется промежуточная функция обработки запроса?		middleware	
JavaScript	Backend Node.js Developer	20	SHORT_TEXT	Краткий ответ	Как называется объект асинхронного результата?		Promise	
JavaScript	Backend Node.js Developer	21	SHORT_TEXT	Краткий ответ	Какой инструмент управляет пакетами Node.js?		npm	
GO	Junior Go Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Junior Go Developer»?	A=пишет только тексты для презентаций|B=занимается только настройкой офисной почты|C=только рисует интерфейс в графическом редакторе|D=создает простые сервисы, HTTP-серверы и утилиты на Go	D	
GO	Junior Go Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для запуска легковесного параллельного выполнения?	A=Photoshop|B=Figma|C=channel|D=goroutine	D	
GO	Junior Go Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «struct»?	A=цветовая палитра приложения|B=структура данных с полями|C=адрес сайта в браузере|D=случайная ошибка компилятора	B	
GO	Junior Go Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «interface»?	A=для сжатия изображений|B=для выбора шрифта интерфейса|C=набор методов, который описывает поведение|D=для оплаты подписки	C	
GO	Junior Go Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=JSON|B=PNG|C=MP3|D=DOCX	A	
GO	Junior Go Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=Telegram|B=go mod|C=Paint|D=PowerPoint	B	
GO	Junior Go Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Junior Go Developer»?	A=создавать CSS-анимации для сайта|B=использовать горутины для параллельных задач|C=работать со структурами|D=писать HTTP-обработчики	B,C,D	
GO	Junior Go Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=проверять error после вызова функции|B=держать код простым и читаемым|C=игнорировать возвращаемые ошибки|D=использовать context для отмены операций	A,B,D	
GO	Junior Go Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с Go?	A=монтаж видео в TikTok|B=channel|C=goroutine|D=PostgreSQL	B,C,D	
GO	Junior Go Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=удалить проект после запуска|B=убедиться, что нет очевидных ошибок|C=проверить работу на тестовых данных|D=посмотреть, понятен ли результат пользователю	B,C,D	
GO	Junior Go Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=обрабатывать ошибки|B=читать сообщения об ошибках|C=игнорировать все предупреждения|D=не доверять непроверенным входным данным	A,B,D	
GO	Junior Go Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=писать понятные названия|B=менять чужой код без понимания задачи|C=делать небольшие осмысленные изменения|D=оставлять комментарии там, где логика неочевидна	A,C,D	
GO	Junior Go Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			goroutine=>параллельное выполнение|channel=>обмен данными|struct=>набор полей|interface=>набор методов
GO	Junior Go Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			package=>организация кода|go mod=>модули и зависимости|defer=>отложенный вызов|error=>значение ошибки
GO	Junior Go Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			handler=>обработка HTTP-запроса|service=>бизнес-логика|repository=>доступ к данным|response=>ответ клиенту
GO	Junior Go Developer	16	SHORT_TEXT	Краткий ответ	Как называется легковесный параллельный запуск в Go?		goroutine	
GO	Junior Go Developer	17	SHORT_TEXT	Краткий ответ	Как называется механизм обмена между горутинами?		channel	
GO	Junior Go Developer	18	SHORT_TEXT	Краткий ответ	Как называется структура с полями в Go?		struct	
GO	Junior Go Developer	19	SHORT_TEXT	Краткий ответ	Как называется файл модуля Go?		go.mod	
GO	Junior Go Developer	20	SHORT_TEXT	Краткий ответ	Какое ключевое слово откладывает вызов функции?		defer	
GO	Junior Go Developer	21	SHORT_TEXT	Краткий ответ	Как называется тип для ошибки в Go?		error	
GO	Backend Developer Go	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Backend Developer Go»?	A=разрабатывает backend-сервисы, микросервисы и API на Go|B=только рисует интерфейс в графическом редакторе|C=занимается только настройкой офисной почты|D=пишет только тексты для презентаций	A	
GO	Backend Developer Go	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для создания HTTP-сервера на Go?	A=context|B=Figma|C=net/http|D=Photoshop	C	
GO	Backend Developer Go	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «DTO»?	A=случайная ошибка компилятора|B=цветовая палитра приложения|C=структура для передачи данных между слоями или через API|D=адрес сайта в браузере	C	
GO	Backend Developer Go	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «микросервис»?	A=небольшой самостоятельный сервис с отдельной ответственностью|B=для сжатия изображений|C=для оплаты подписки|D=для выбора шрифта интерфейса	A	
GO	Backend Developer Go	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=JSON|B=MP3|C=PNG|D=DOCX	A	
GO	Backend Developer Go	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=go mod|B=Paint|C=PowerPoint|D=Telegram	A	
GO	Backend Developer Go	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Backend Developer Go»?	A=создавать HTTP API|B=работать с БД|C=создавать 3D-модели для игры|D=делить приложение на слои	A,B,D	
GO	Backend Developer Go	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=использовать context в запросах|B=завершать приложение при любой ошибке пользователя|C=возвращать понятные HTTP-статусы|D=логировать важные ошибки	A,C,D	
GO	Backend Developer Go	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с Go?	A=монтаж видео в TikTok|B=PostgreSQL|C=net/http|D=context	B,C,D	
GO	Backend Developer Go	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=убедиться, что нет очевидных ошибок|B=удалить проект после запуска|C=проверить работу на тестовых данных|D=посмотреть, понятен ли результат пользователю	A,C,D	
GO	Backend Developer Go	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=читать сообщения об ошибках|B=игнорировать все предупреждения|C=обрабатывать ошибки|D=не доверять непроверенным входным данным	A,C,D	
GO	Backend Developer Go	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=писать понятные названия|B=делать небольшие осмысленные изменения|C=менять чужой код без понимания задачи|D=оставлять комментарии там, где логика неочевидна	A,B,D	
GO	Backend Developer Go	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			net/http=>HTTP-сервер|context=>отмена и таймауты|json=>кодирование данных|database/sql=>работа с SQL-БД
GO	Backend Developer Go	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			handler=>точка обработки запроса|repository=>доступ к данным|service=>бизнес-логика|middleware=>общая обработка запроса
GO	Backend Developer Go	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			HTTP request=>входящий запрос|handler=>разбор запроса|service=>логика операции|database=>хранение данных
GO	Backend Developer Go	16	SHORT_TEXT	Краткий ответ	Какой стандартный пакет Go используют для HTTP-сервера?		net/http	
GO	Backend Developer Go	17	SHORT_TEXT	Краткий ответ	Какой пакет используют для SQL-базы на стандартной библиотеке?		database/sql	
GO	Backend Developer Go	18	SHORT_TEXT	Краткий ответ	Какой формат часто используют в API?		JSON	
GO	Backend Developer Go	19	SHORT_TEXT	Краткий ответ	Как называется передача отмены и таймаута запроса?		context	
GO	Backend Developer Go	20	SHORT_TEXT	Краткий ответ	Как называется слой с бизнес-логикой?		service	
GO	Backend Developer Go	21	SHORT_TEXT	Краткий ответ	Как называется небольшая самостоятельная backend-служба?		микросервис	
